ID;FROM;TO;WEEK-DAY;HOUR;PRICE;TYPE
4926;Dende;Cajazeiras;2;20;14.53;5
4927;Dende;Messejana;7;20;14.09;5
4928;Messejana;Dende;1;8;16.06;5
4929;Autran Nunes;Messejana;3;9;15.46;5
4930;Autran Nunes;Autran Nunes;6;10;6.99;5
4931;Cajazeiras;Autran Nunes;3;20;14.93;5
4932;Messejana;Cajazeiras;6;13;10.59;5
4933;Messejana;Cajazeiras;3;23;14.66;5
4934;Messejana;Autran Nunes;6;13;11.46;5
4935;Parque Dois Irmaos;Parque Dois Irmaos;4;10;7.2;5
4936;Messejana;Dende;5;14;15.26;5
4937;Cajazeiras;Autran Nunes;3;21;16;5
4938;Messejana;Dende;2;19;12.67;5
4939;Parque Dois Irmaos;Parque Dois Irmaos;3;14;7.07;5
4940;Parque Dois Irmaos;Autran Nunes;3;12;15.03;5
4941;Messejana;Messejana;3;12;6.2;5
4942;Parque Dois Irmaos;Messejana;5;14;15.61;5
4943;Autran Nunes;Cajazeiras;7;1;11.12;5
4944;Cajazeiras;Cajazeiras;6;16;5.97;5
4945;Cajazeiras;Autran Nunes;4;8;13.78;5
4946;Cajazeiras;Cajazeiras;1;2;4.38;5
4947;Parque Dois Irmaos;Autran Nunes;1;18;18.83;5
4948;Parque Dois Irmaos;Messejana;5;10;17.53;5
4949;Parque Dois Irmaos;Autran Nunes;3;8;17.21;5
4950;Cajazeiras;Autran Nunes;6;14;12.59;5
4951;Cajazeiras;Parque Dois Irmaos;3;13;13.59;5
4952;Parque Dois Irmaos;Messejana;4;13;15.78;5
4953;Autran Nunes;Autran Nunes;4;12;6.1;5
4954;Autran Nunes;Autran Nunes;7;20;5.55;5
4955;Cajazeiras;Parque Dois Irmaos;3;9;19.95;5
4956;Cajazeiras;Autran Nunes;5;18;13.18;5
4957;Cajazeiras;Cajazeiras;6;12;5.92;5
4958;Parque Dois Irmaos;Dende;1;1;16.11;5
4959;Dende;Cajazeiras;1;20;10.34;5
4960;Dende;Autran Nunes;7;16;12.72;5
4961;Messejana;Cajazeiras;5;17;15.69;5
4962;Parque Dois Irmaos;Messejana;4;23;14.38;5
4963;Messejana;Parque Dois Irmaos;5;13;16.13;5
4964;Parque Dois Irmaos;Dende;4;10;14.08;5
4965;Parque Dois Irmaos;Dende;2;14;17.26;5
4966;Dende;Messejana;3;9;16.28;5
4967;Cajazeiras;Dende;5;24;16.05;5
4968;Messejana;Messejana;4;20;5.09;5
4969;Parque Dois Irmaos;Cajazeiras;1;19;18.14;5
4970;Cajazeiras;Messejana;6;8;16.97;5
4971;Parque Dois Irmaos;Messejana;4;13;13.93;5
4972;Autran Nunes;Messejana;1;22;9.55;5
4973;Dende;Cajazeiras;6;11;14.34;5
4974;Messejana;Cajazeiras;5;10;17.22;5
4975;Messejana;Cajazeiras;5;8;14.24;5
4976;Autran Nunes;Parque Dois Irmaos;1;4;11.49;5
4977;Messejana;Cajazeiras;2;14;12.75;5
4978;Cajazeiras;Messejana;1;1;10.8;5
4979;Messejana;Cajazeiras;6;11;13.23;5
4980;Parque Dois Irmaos;Messejana;6;12;14.66;5
4981;Parque Dois Irmaos;Cajazeiras;4;10;14.63;5
4982;Dende;Dende;6;24;6.4;5
4983;Cajazeiras;Messejana;7;5;13.06;5
4984;Dende;Dende;7;17;7.87;5
4985;Messejana;Cajazeiras;2;6;16.87;5
4986;Cajazeiras;Messejana;3;7;18.16;5
4987;Dende;Parque Dois Irmaos;4;13;17.62;5
4988;Parque Dois Irmaos;Dende;6;13;11.75;5
4989;Parque Dois Irmaos;Parque Dois Irmaos;7;3;5.84;5
4990;Parque Dois Irmaos;Dende;6;20;13.38;5
4991;Dende;Autran Nunes;4;11;17.52;5
4992;Autran Nunes;Dende;4;5;9.88;5
4993;Autran Nunes;Messejana;5;17;16.37;5
4994;Messejana;Messejana;5;12;6.18;5
4995;Cajazeiras;Parque Dois Irmaos;1;18;14.89;5
4996;Autran Nunes;Cajazeiras;3;23;11.38;5
4997;Dende;Dende;7;3;5.18;5
4998;Messejana;Autran Nunes;7;11;16.91;5
4999;Autran Nunes;Parque Dois Irmaos;4;12;12.82;5
5000;Autran Nunes;Autran Nunes;1;17;8.02;5
5001;Messejana;Aldeota;2;14;14.03;6
5002;Messejana;Meireles;1;18;12.86;6
5003;Messejana;Aldeota;5;9;14.37;6
5004;Autran Nunes;Mucuripe;7;7;15.2;6
5005;Cajazeiras;Meireles;2;14;12.27;6
5006;Parque Dois Irmaos;Dionísio Torres;7;19;15.77;6
5007;Cajazeiras;Dionísio Torres;5;12;12.84;6
5008;Cajazeiras;Meireles;4;4;11.01;6
5009;Messejana;Mucuripe;6;12;12.72;6
5010;Autran Nunes;Mucuripe;7;0;13.38;6
5011;Parque Dois Irmaos;Aldeota;3;12;13.31;6
5012;Parque Dois Irmaos;Meireles;1;11;14.38;6
5013;Autran Nunes;Meireles;2;8;14.07;6
5014;Autran Nunes;Aldeota;5;5;13.17;6
5015;Messejana;Mucuripe;1;21;14.52;6
5016;Messejana;Mucuripe;2;19;16.67;6
5017;Autran Nunes;Mucuripe;4;20;12.1;6
5018;Messejana;Aldeota;6;13;12.82;6
5019;Cajazeiras;Aldeota;7;17;15.88;6
5020;Messejana;Aldeota;1;9;13.84;6
5021;Cajazeiras;Aldeota;1;3;11.37;6
5022;Cajazeiras;Mucuripe;2;14;11.61;6
5023;Cajazeiras;Dionísio Torres;7;21;11.68;6
5024;Dende;Mucuripe;3;19;15.34;6
5025;Dende;Aldeota;1;2;11.96;6
5026;Dende;Mucuripe;1;8;14.13;6
5027;Cajazeiras;Mucuripe;6;10;13.55;6
5028;Autran Nunes;Meireles;4;7;17.1;6
5029;Dende;Meireles;7;2;10.84;6
5030;Dende;Dionísio Torres;6;14;12.33;6
5031;Autran Nunes;Aldeota;2;18;17.4;6
5032;Autran Nunes;Meireles;1;22;12.14;6
5033;Autran Nunes;Mucuripe;2;12;11.76;6
5034;Autran Nunes;Mucuripe;1;3;11.86;6
5035;Dende;Aldeota;1;1;13.97;6
5036;Autran Nunes;Dionísio Torres;7;10;13.09;6
5037;Messejana;Dionísio Torres;2;14;12.52;6
5038;Messejana;Aldeota;2;7;15.91;6
5039;Cajazeiras;Meireles;1;21;11.44;6
5040;Messejana;Aldeota;4;18;16.4;6
5041;Autran Nunes;Dionísio Torres;6;12;15.32;6
5042;Autran Nunes;Aldeota;2;10;13.36;6
5043;Parque Dois Irmaos;Aldeota;6;19;14.1;6
5044;Parque Dois Irmaos;Mucuripe;6;12;12.22;6
5045;Autran Nunes;Aldeota;6;14;12.05;6
5046;Autran Nunes;Meireles;7;8;16.42;6
5047;Messejana;Dionísio Torres;4;18;16.93;6
5048;Parque Dois Irmaos;Meireles;6;10;13.55;6
5049;Dende;Mucuripe;4;21;11.23;6
5050;Autran Nunes;Meireles;3;20;13.67;6
5051;Dende;Meireles;2;18;16.95;6
5052;Messejana;Aldeota;2;12;11.48;6
5053;Dende;Mucuripe;7;6;12.63;6
5054;Dende;Mucuripe;4;13;12.74;6
5055;Parque Dois Irmaos;Meireles;7;10;11.54;6
5056;Cajazeiras;Mucuripe;3;9;13.23;6
5057;Dende;Mucuripe;5;7;16;6
5058;Parque Dois Irmaos;Meireles;3;10;13.79;6
5059;Dende;Aldeota;4;19;16.27;6
5060;Messejana;Mucuripe;5;10;11.87;6
5061;Dende;Meireles;7;12;11.82;6
5062;Dende;Dionísio Torres;7;1;13.28;6
5063;Messejana;Dionísio Torres;2;10;12.37;6
5064;Cajazeiras;Dionísio Torres;5;20;13.53;6
5065;Parque Dois Irmaos;Dionísio Torres;1;20;12.35;6
5066;Messejana;Meireles;1;13;13.55;6
5067;Autran Nunes;Mucuripe;1;17;14.98;6
5068;Autran Nunes;Meireles;5;0;10.97;6
5069;Cajazeiras;Mucuripe;1;10;11.9;6
5070;Parque Dois Irmaos;Meireles;5;24;14.79;6
5071;Cajazeiras;Dionísio Torres;2;10;11.82;6
5072;Messejana;Aldeota;6;11;15.41;6
5073;Dende;Meireles;4;17;12.94;6
5074;Cajazeiras;Mucuripe;7;2;10.52;6
5075;Messejana;Meireles;2;11;12.03;6
5076;Autran Nunes;Aldeota;5;10;11.92;6
5077;Parque Dois Irmaos;Meireles;4;7;13.7;6
5078;Cajazeiras;Aldeota;4;14;11.69;6
5079;Cajazeiras;Mucuripe;1;9;13.96;6
5080;Dende;Meireles;7;6;12.76;6
5081;Dende;Mucuripe;5;19;16.1;6
5082;Autran Nunes;Aldeota;4;13;14.23;6
5083;Autran Nunes;Dionísio Torres;6;20;13.37;6
5084;Messejana;Meireles;7;17;15.8;6
5085;Dende;Meireles;3;4;10.91;6
5086;Dende;Dionísio Torres;7;10;13.61;6
5087;Autran Nunes;Meireles;2;12;14.86;6
5088;Cajazeiras;Meireles;3;6;10.92;6
5089;Messejana;Dionísio Torres;6;14;14.72;6
5090;Cajazeiras;Mucuripe;6;17;14.75;6
5091;Messejana;Dionísio Torres;4;20;10.86;6
5092;Autran Nunes;Meireles;7;5;14.3;6
5093;Autran Nunes;Meireles;5;20;12.44;6
5094;Cajazeiras;Mucuripe;4;14;14.7;6
5095;Cajazeiras;Aldeota;2;10;15.4;6
5096;Autran Nunes;Meireles;3;17;15.39;6
5097;Autran Nunes;Dionísio Torres;2;18;15.66;6
5098;Autran Nunes;Aldeota;2;22;13.07;6
5099;Autran Nunes;Dionísio Torres;2;22;11.1;6
5100;Messejana;Aldeota;4;17;15.34;6
5101;Parque Dois Irmaos;Mucuripe;6;7;17.31;6
5102;Autran Nunes;Mucuripe;6;11;14.97;6
5103;Cajazeiras;Mucuripe;5;20;12.3;6
5104;Messejana;Meireles;7;22;9.86;6
5105;Parque Dois Irmaos;Meireles;2;12;12.02;6
5106;Messejana;Meireles;4;20;10.15;6
5107;Dende;Dionísio Torres;6;10;11.6;6
5108;Messejana;Dionísio Torres;5;13;14.98;6
5109;Dende;Meireles;5;11;13.1;6
5110;Dende;Mucuripe;2;19;15.86;6
5111;Cajazeiras;Mucuripe;6;10;12.47;6
5112;Dende;Meireles;6;9;16.3;6
5113;Parque Dois Irmaos;Meireles;3;20;10.23;6
5114;Dende;Mucuripe;5;13;13.3;6
5115;Cajazeiras;Aldeota;5;13;15.03;6
5116;Cajazeiras;Meireles;2;21;12.65;6
5117;Dende;Meireles;7;2;12.88;6
5118;Autran Nunes;Dionísio Torres;7;14;15.55;6
5119;Dende;Meireles;1;15;14.19;6
5120;Messejana;Mucuripe;4;21;9.81;6
5121;Autran Nunes;Dionísio Torres;1;14;12.92;6
5122;Messejana;Meireles;3;21;13.37;6
5123;Cajazeiras;Mucuripe;1;21;13.66;6
5124;Parque Dois Irmaos;Aldeota;7;7;15.67;6
5125;Cajazeiras;Meireles;7;4;13.62;6
5126;Cajazeiras;Aldeota;5;12;12.17;6
5127;Cajazeiras;Dionísio Torres;7;14;14.04;6
5128;Dende;Dionísio Torres;7;4;10.96;6
5129;Autran Nunes;Dionísio Torres;5;22;10.91;6
5130;Cajazeiras;Mucuripe;6;10;11.64;6
5131;Autran Nunes;Mucuripe;5;12;14.35;6
5132;Messejana;Aldeota;6;12;15.76;6
5133;Messejana;Meireles;2;6;10.75;6
5134;Autran Nunes;Mucuripe;1;0;11.86;6
5135;Messejana;Aldeota;5;14;11.57;6
5136;Parque Dois Irmaos;Meireles;3;10;15.68;6
5137;Dende;Aldeota;1;9;15.18;6
5138;Messejana;Dionísio Torres;4;11;13.06;6
5139;Cajazeiras;Meireles;4;10;13.56;6
5140;Dende;Meireles;2;9;17.46;6
5141;Parque Dois Irmaos;Aldeota;5;9;15.6;6
5142;Messejana;Aldeota;2;13;11.95;6
5143;Autran Nunes;Dionísio Torres;7;7;16.37;6
5144;Cajazeiras;Dionísio Torres;7;22;11.26;6
5145;Parque Dois Irmaos;Aldeota;3;19;15.46;6
5146;Messejana;Dionísio Torres;2;12;14.94;6
5147;Messejana;Meireles;6;13;15.07;6
5148;Cajazeiras;Mucuripe;5;2;12.5;6
5149;Autran Nunes;Dionísio Torres;5;19;14.7;6
5150;Messejana;Dionísio Torres;7;3;12.68;6
5151;Messejana;Aldeota;6;24;12.72;6
5152;Parque Dois Irmaos;Mucuripe;2;22;10.63;6
5153;Cajazeiras;Dionísio Torres;3;1;13.45;6
5154;Autran Nunes;Aldeota;3;12;15.18;6
5155;Messejana;Aldeota;5;10;11.88;6
5156;Messejana;Dionísio Torres;5;15;13.31;6
5157;Messejana;Mucuripe;6;0;11.5;6
5158;Parque Dois Irmaos;Aldeota;2;4;13.15;6
5159;Autran Nunes;Mucuripe;2;10;12.74;6
5160;Cajazeiras;Aldeota;5;14;13.29;6
5161;Dende;Dionísio Torres;7;6;12.7;6
5162;Parque Dois Irmaos;Aldeota;2;7;15.76;6
5163;Dende;Mucuripe;4;14;15.73;6
5164;Dende;Mucuripe;4;7;16.54;6
5165;Messejana;Mucuripe;5;0;12.6;6
5166;Messejana;Mucuripe;2;12;15.12;6
5167;Cajazeiras;Mucuripe;1;19;15.28;6
5168;Autran Nunes;Mucuripe;7;12;13.35;6
5169;Messejana;Meireles;1;1;11.61;6
5170;Parque Dois Irmaos;Aldeota;6;11;13.23;6
5171;Autran Nunes;Dionísio Torres;5;3;11.04;6
5172;Dende;Mucuripe;4;20;14.4;6
5173;Cajazeiras;Meireles;1;10;11.99;6
5174;Parque Dois Irmaos;Mucuripe;1;14;15.3;6
5175;Autran Nunes;Aldeota;7;16;15.17;6
5176;Messejana;Mucuripe;1;24;13.29;6
5177;Dende;Dionísio Torres;5;15;11.72;6
5178;Messejana;Dionísio Torres;4;19;13.89;6
5179;Parque Dois Irmaos;Meireles;7;17;15.03;6
5180;Dende;Aldeota;6;18;16.86;6
5181;Dende;Mucuripe;7;2;13.9;6
5182;Messejana;Dionísio Torres;1;3;12.01;6
5183;Autran Nunes;Meireles;4;23;11.79;6
5184;Messejana;Mucuripe;6;24;13.48;6
5185;Dende;Dionísio Torres;3;22;12.62;6
5186;Autran Nunes;Dionísio Torres;1;4;10.39;6
5187;Autran Nunes;Meireles;2;20;11.92;6
5188;Autran Nunes;Aldeota;7;14;14.09;6
5189;Cajazeiras;Mucuripe;2;9;13.99;6
5190;Messejana;Mucuripe;2;8;13.22;6
5191;Cajazeiras;Dionísio Torres;1;7;17.67;6
5192;Autran Nunes;Aldeota;2;19;13.31;6
5193;Dende;Aldeota;2;7;15.58;6
5194;Parque Dois Irmaos;Dionísio Torres;2;16;13.56;6
5195;Messejana;Mucuripe;6;18;14.53;6
5196;Autran Nunes;Mucuripe;1;6;11.76;6
5197;Messejana;Dionísio Torres;5;18;16.35;6
5198;Cajazeiras;Mucuripe;1;14;12.79;6
5199;Cajazeiras;Meireles;6;9;15.25;6
5200;Parque Dois Irmaos;Aldeota;1;6;13.5;6
5201;Dende;Meireles;4;10;13.19;6
5202;Cajazeiras;Dionísio Torres;2;23;12.61;6
5203;Messejana;Mucuripe;4;14;14.69;6
5204;Dende;Mucuripe;2;18;16.63;6
5205;Parque Dois Irmaos;Mucuripe;4;12;15.03;6
5206;Dende;Mucuripe;7;16;14.55;6
5207;Messejana;Dionísio Torres;4;20;10.89;6
5208;Autran Nunes;Aldeota;7;22;13.85;6
5209;Parque Dois Irmaos;Aldeota;4;17;17.35;6
5210;Parque Dois Irmaos;Mucuripe;5;13;13.66;6
5211;Autran Nunes;Aldeota;6;12;11.75;6
5212;Parque Dois Irmaos;Dionísio Torres;1;19;13.89;6
5213;Cajazeiras;Aldeota;4;19;15.36;6
5214;Messejana;Dionísio Torres;6;18;15.27;6
5215;Messejana;Meireles;6;20;11.18;6
5216;Dende;Dionísio Torres;4;10;15.78;6
5217;Parque Dois Irmaos;Mucuripe;2;9;14.09;6
5218;Autran Nunes;Aldeota;4;14;11.99;6
5219;Autran Nunes;Aldeota;6;13;15.54;6
5220;Messejana;Mucuripe;5;22;12.02;6
5221;Messejana;Meireles;4;9;13.82;6
5222;Messejana;Mucuripe;1;7;14.76;6
5223;Dende;Dionísio Torres;7;22;13.31;6
5224;Messejana;Mucuripe;6;14;14.42;6
5225;Dende;Aldeota;7;4;12.72;6
5226;Messejana;Meireles;7;0;13.79;6
5227;Autran Nunes;Mucuripe;7;8;14.41;6
5228;Dende;Aldeota;7;14;13.22;6
5229;Dende;Mucuripe;7;6;12.9;6
5230;Dende;Mucuripe;5;7;17.67;6
5231;Cajazeiras;Dionísio Torres;7;10;13.38;6
5232;Dende;Aldeota;1;17;16.24;6
5233;Cajazeiras;Mucuripe;6;10;15.1;6
5234;Cajazeiras;Dionísio Torres;4;20;12.4;6
5235;Dende;Dionísio Torres;7;11;12.52;6
5236;Cajazeiras;Mucuripe;5;10;14.99;6
5237;Parque Dois Irmaos;Aldeota;1;7;16.08;6
5238;Dende;Meireles;2;11;13.95;6
5239;Cajazeiras;Aldeota;7;22;12.61;6
5240;Cajazeiras;Meireles;6;19;15.13;6
5241;Dende;Meireles;6;18;16.21;6
5242;Messejana;Meireles;3;11;14.64;6
5243;Messejana;Mucuripe;6;12;15.72;6
5244;Autran Nunes;Meireles;2;24;15.28;6
5245;Autran Nunes;Aldeota;5;17;14.94;6
5246;Messejana;Mucuripe;7;5;10.93;6
5247;Cajazeiras;Aldeota;3;10;14.59;6
5248;Autran Nunes;Dionísio Torres;4;7;15.14;6
5249;Parque Dois Irmaos;Mucuripe;4;12;11.88;6
5250;Messejana;Aldeota;5;13;13.26;6
5251;Autran Nunes;Aldeota;4;12;13.45;6
5252;Parque Dois Irmaos;Aldeota;5;17;14.48;6
5253;Messejana;Dionísio Torres;7;21;12.44;6
5254;Autran Nunes;Meireles;7;17;14.19;6
5255;Messejana;Mucuripe;6;13;12.87;6
5256;Dende;Dionísio Torres;4;11;11.49;6
5257;Dende;Aldeota;2;19;15.54;6
5258;Cajazeiras;Mucuripe;4;12;15.58;6
5259;Dende;Dionísio Torres;7;24;15.53;6
5260;Autran Nunes;Dionísio Torres;1;4;10.46;6
5261;Parque Dois Irmaos;Dionísio Torres;2;20;11.75;6
5262;Cajazeiras;Aldeota;7;10;15.08;6
5263;Cajazeiras;Meireles;1;20;14.53;6
5264;Dende;Mucuripe;1;19;14.45;6
5265;Messejana;Meireles;5;9;13.75;6
5266;Cajazeiras;Dionísio Torres;5;13;13.2;6
5267;Cajazeiras;Mucuripe;2;10;13.71;6
5268;Messejana;Mucuripe;1;3;12.96;6
5269;Dende;Aldeota;7;7;16.27;6
5270;Messejana;Dionísio Torres;6;13;11.62;6
5271;Dende;Meireles;7;1;12.47;6
5272;Cajazeiras;Mucuripe;1;20;11.86;6
5273;Autran Nunes;Aldeota;6;10;15.33;6
5274;Messejana;Dionísio Torres;6;8;13.05;6
5275;Parque Dois Irmaos;Dionísio Torres;7;10;13.5;6
5276;Autran Nunes;Dionísio Torres;1;8;15.44;6
5277;Autran Nunes;Meireles;5;22;13.05;6
5278;Cajazeiras;Aldeota;1;24;12.48;6
5279;Parque Dois Irmaos;Aldeota;2;12;12.5;6
5280;Cajazeiras;Dionísio Torres;5;19;12.64;6
5281;Autran Nunes;Meireles;5;5;12.47;6
5282;Autran Nunes;Mucuripe;6;11;11.6;6
5283;Parque Dois Irmaos;Meireles;2;16;15.42;6
5284;Parque Dois Irmaos;Meireles;3;10;13.51;6
5285;Cajazeiras;Meireles;1;21;13.76;6
5286;Cajazeiras;Dionísio Torres;1;20;13.66;6
5287;Parque Dois Irmaos;Mucuripe;6;18;15.71;6
5288;Cajazeiras;Meireles;7;3;13.6;6
5289;Parque Dois Irmaos;Meireles;2;13;14.7;6
5290;Messejana;Mucuripe;5;13;13.99;6
5291;Autran Nunes;Aldeota;1;1;11.85;6
5292;Dende;Mucuripe;3;10;14.06;6
5293;Dende;Mucuripe;1;1;12.8;6
5294;Parque Dois Irmaos;Aldeota;1;22;11.67;6
5295;Parque Dois Irmaos;Mucuripe;6;7;16.05;6
5296;Autran Nunes;Dionísio Torres;3;10;11.54;6
5297;Messejana;Dionísio Torres;6;10;13.06;6
5298;Messejana;Mucuripe;1;0;12.58;6
5299;Messejana;Dionísio Torres;7;15;13.91;6
5300;Dende;Dionísio Torres;5;12;14.59;6
5301;Messejana;Aldeota;5;0;10.48;6
5302;Messejana;Meireles;1;5;13.67;6
5303;Dende;Aldeota;2;9;15.86;6
5304;Autran Nunes;Dionísio Torres;3;7;15.57;6
5305;Messejana;Dionísio Torres;6;22;9.59;6
5306;Messejana;Aldeota;1;24;14.65;6
5307;Messejana;Meireles;5;20;12.86;6
5308;Dende;Mucuripe;6;21;12.48;6
5309;Parque Dois Irmaos;Aldeota;2;8;15.56;6
5310;Dende;Dionísio Torres;7;6;11.59;6
5311;Cajazeiras;Dionísio Torres;1;24;14.82;6
5312;Autran Nunes;Dionísio Torres;5;17;15.42;6
5313;Cajazeiras;Aldeota;1;10;15.73;6
5314;Dende;Meireles;3;18;14.53;6
5315;Cajazeiras;Dionísio Torres;2;11;15.71;6
5316;Dende;Aldeota;6;10;12.46;6
5317;Cajazeiras;Dionísio Torres;1;3;9.9;6
5318;Parque Dois Irmaos;Meireles;3;14;11.95;6
5319;Autran Nunes;Mucuripe;4;9;14.72;6
5320;Cajazeiras;Meireles;6;10;12.89;6
5321;Autran Nunes;Meireles;7;17;14.97;6
5322;Messejana;Aldeota;5;15;12.09;6
5323;Messejana;Dionísio Torres;1;5;13.66;6
5324;Autran Nunes;Meireles;2;13;13.6;6
5325;Cajazeiras;Meireles;6;12;12.2;6
5326;Autran Nunes;Dionísio Torres;6;20;13.5;6
5327;Autran Nunes;Aldeota;5;19;13.16;6
5328;Autran Nunes;Aldeota;4;17;15.88;6
5329;Dende;Aldeota;4;12;13.63;6
5330;Messejana;Aldeota;4;18;13.72;6
5331;Cajazeiras;Meireles;7;7;16.37;6
5332;Parque Dois Irmaos;Dionísio Torres;2;7;14.58;6
5333;Parque Dois Irmaos;Meireles;6;21;10.69;6
5334;Dende;Mucuripe;1;17;16.62;6
5335;Dende;Meireles;3;21;14.17;6
5336;Dende;Dionísio Torres;2;10;14.48;6
5337;Dende;Dionísio Torres;5;10;14.63;6
5338;Messejana;Dionísio Torres;5;9;13.3;6
5339;Autran Nunes;Mucuripe;6;10;15.68;6
5340;Dende;Aldeota;1;0;13.38;6
5341;Autran Nunes;Dionísio Torres;3;14;14.36;6
5342;Cajazeiras;Mucuripe;4;19;14.73;6
5343;Cajazeiras;Aldeota;1;20;11.07;6
5344;Messejana;Aldeota;5;14;12.06;6
5345;Autran Nunes;Aldeota;3;18;16.42;6
5346;Cajazeiras;Mucuripe;7;18;17.11;6
5347;Parque Dois Irmaos;Aldeota;4;13;13.23;6
5348;Autran Nunes;Mucuripe;7;1;11.54;6
5349;Autran Nunes;Dionísio Torres;6;13;12.37;6
5350;Cajazeiras;Mucuripe;1;19;14.51;6
5351;Messejana;Meireles;4;7;17.22;6
5352;Autran Nunes;Mucuripe;1;2;10.66;6
5353;Autran Nunes;Aldeota;1;9;13.63;6
5354;Autran Nunes;Aldeota;3;23;13.02;6
5355;Autran Nunes;Meireles;6;10;13.02;6
5356;Dende;Mucuripe;1;10;12.57;6
5357;Autran Nunes;Aldeota;1;5;10.92;6
5358;Cajazeiras;Dionísio Torres;2;8;12.92;6
5359;Messejana;Dionísio Torres;6;22;12.34;6
5360;Autran Nunes;Aldeota;4;5;13.38;6
5361;Parque Dois Irmaos;Aldeota;6;13;15.42;6
5362;Autran Nunes;Dionísio Torres;7;21;11.35;6
5363;Autran Nunes;Meireles;1;8;13.22;6
5364;Messejana;Aldeota;2;9;16.07;6
5365;Dende;Aldeota;6;20;10.82;6
5366;Messejana;Meireles;7;9;13.5;6
5367;Dende;Aldeota;5;15;11.7;6
5368;Autran Nunes;Mucuripe;6;15;12.75;6
5369;Cajazeiras;Dionísio Torres;4;9;14.18;6
5370;Parque Dois Irmaos;Meireles;5;11;15.25;6
5371;Autran Nunes;Meireles;3;21;13.64;6
5372;Parque Dois Irmaos;Dionísio Torres;5;14;14.59;6
5373;Dende;Mucuripe;2;10;13.43;6
5374;Dende;Mucuripe;1;7;15.52;6
5375;Cajazeiras;Meireles;2;22;11.16;6
5376;Messejana;Meireles;1;2;9.93;6
5377;Parque Dois Irmaos;Mucuripe;1;4;13.21;6
5378;Messejana;Mucuripe;1;1;12.55;6
5379;Parque Dois Irmaos;Meireles;6;7;15.99;6
5380;Messejana;Meireles;6;7;16.5;6
5381;Dende;Mucuripe;6;2;9.78;6
5382;Cajazeiras;Meireles;7;0;13.9;6
5383;Autran Nunes;Aldeota;1;22;11.3;6
5384;Autran Nunes;Dionísio Torres;1;16;14.5;6
5385;Messejana;Mucuripe;6;10;12.99;6
5386;Autran Nunes;Mucuripe;3;7;15.34;6
5387;Cajazeiras;Dionísio Torres;4;20;11.72;6
5388;Dende;Aldeota;1;1;10.82;6
5389;Parque Dois Irmaos;Dionísio Torres;5;20;14.41;6
5390;Messejana;Meireles;6;14;13.05;6
5391;Dende;Dionísio Torres;1;14;14.74;6
5392;Autran Nunes;Mucuripe;5;10;11.67;6
5393;Cajazeiras;Aldeota;7;8;16.19;6
5394;Messejana;Meireles;1;22;12.41;6
5395;Cajazeiras;Dionísio Torres;6;13;14.08;6
5396;Cajazeiras;Meireles;1;22;13.39;6
5397;Cajazeiras;Meireles;7;9;13.94;6
5398;Messejana;Aldeota;2;7;16.91;6
5399;Dende;Dionísio Torres;6;14;11.69;6
5400;Autran Nunes;Aldeota;3;18;14.46;6
5401;Parque Dois Irmaos;Mucuripe;3;12;12.42;6
5402;Messejana;Meireles;4;15;14.95;6
5403;Parque Dois Irmaos;Aldeota;6;6;10.45;6
5404;Dende;Meireles;5;22;13.34;6
5405;Messejana;Meireles;1;24;11.57;6
5406;Parque Dois Irmaos;Aldeota;7;17;16.13;6
5407;Cajazeiras;Mucuripe;6;16;11.57;6
5408;Messejana;Dionísio Torres;2;13;15.5;6
5409;Dende;Mucuripe;4;17;14.96;6
5410;Messejana;Meireles;2;22;13.89;6
5411;Cajazeiras;Mucuripe;7;5;12.28;6
5412;Parque Dois Irmaos;Dionísio Torres;5;20;13.03;6
5413;Messejana;Aldeota;1;19;14.26;6
5414;Autran Nunes;Dionísio Torres;3;20;12.31;6
5415;Cajazeiras;Mucuripe;3;14;12.72;6
5416;Messejana;Dionísio Torres;7;7;14.61;6
5417;Cajazeiras;Dionísio Torres;7;20;13.4;6
5418;Cajazeiras;Dionísio Torres;4;19;16.48;6
5419;Autran Nunes;Dionísio Torres;1;10;15.47;6
5420;Dende;Aldeota;2;12;14.6;6
5421;Cajazeiras;Dionísio Torres;7;11;13.59;6
5422;Messejana;Meireles;6;14;11.87;6
5423;Parque Dois Irmaos;Aldeota;7;11;13.4;6
5424;Parque Dois Irmaos;Dionísio Torres;5;12;15.18;6
5425;Parque Dois Irmaos;Mucuripe;2;8;16.82;6
5426;Autran Nunes;Meireles;2;24;12.55;6
5427;Messejana;Aldeota;4;12;12.85;6
5428;Parque Dois Irmaos;Mucuripe;7;23;13.3;6
5429;Parque Dois Irmaos;Mucuripe;4;13;11.89;6
5430;Parque Dois Irmaos;Mucuripe;3;14;13.1;6
5431;Cajazeiras;Aldeota;7;14;14.96;6
5432;Autran Nunes;Mucuripe;6;12;11.73;6
5433;Autran Nunes;Aldeota;4;10;14.58;6
5434;Autran Nunes;Dionísio Torres;6;16;11.68;6
5435;Parque Dois Irmaos;Aldeota;1;13;13.59;6
5436;Messejana;Mucuripe;4;7;17.53;6
5437;Cajazeiras;Mucuripe;1;3;11.19;6
5438;Cajazeiras;Meireles;1;17;16.76;6
5439;Cajazeiras;Mucuripe;5;21;13.47;6
5440;Autran Nunes;Aldeota;2;10;14.77;6
5441;Autran Nunes;Aldeota;6;9;17.55;6
